tax id	name	truth	bracken	centrifuge	clark	clark-s	deSamba	kaiju	kraken	megan	megan-p	metamaps	minimapA	minimapM	ram	
1613	Limosilactobacillus fermentum	21.6	26.319294133388084	22.165191851431004	20.513736707813653	21.865161804446984	18.612588113281166	30.411553188840784	18.544640032096265	23.063422606195356	24.6948744064999	17.932619589337193	18.663207126300602	18.64620127523283	18.403290162111237	
1280	Staphylococcus aureus	15.2	14.89150082660563	15.573768885326297	15.799093648880703	17.058129269823894	14.503408739544154	6.74122506451906	14.556635244286381	17.72508501695134	10.182587313904083	14.573657487493652	14.514009826560317	14.511614542347843	14.528728656832893	
1351	Enterococcus faecalis	14.6	14.073322997117444	16.44486678733797	15.531859274130976	16.88836336376895	14.235050275401804	24.127485876226956	14.216160397023714	17.26121870570513	20.116161763620802	14.234931306337973	14.076779602417961	14.079374609455336	14.2025562558491	
1639	Listeria monocytogenes	13.9	16.211449961259312	18.1179981121135	17.63876389029145	19.013417150143425	16.352419984211956	17.777224332464712	16.24963802187922	19.276861937688583	22.717570925019167	16.731946821122584	16.53668550691322	16.523267553121617	16.556402538981658	
1423	Bacillus subtilis	10.3	11.811261575076522	0.9784860991708842	5.89948412704142	2.1826004331104714	8.36467069780858	0.46244015874074157	9.547200672814885	3.550209268861939	5.20923513946168	15.956390286239383	14.660752773336988	14.98820840170278	15.419960194427684	
28901	Salmonella enterica	8.7	4.6234596591566905	8.164108328269304	7.633465617849429	8.54621023070675	7.568595969982764	7.9328441590557395	7.525079650091723	6.372473632854976	4.121214899209439	7.583450076466244	7.57638427365385	7.574184442928679	7.621634640406503	
562	Escherichia coli	8.5	4.154504260293146	6.685837976015439	7.28345021434745	8.367647891438756	7.392477577417686	2.9892719716318954	7.030484234481168	5.018873405464551	3.4247373864536668	7.436631072330788	7.421041857972882	7.40295886879325	7.387025513280629	
287	Pseudomonas aeruginosa	6.1	2.848552402185049	5.469615241713685	5.151670713712905	5.907328424171511	5.228195571193998	2.171315268420505	4.959376003073918	6.346132109785958	7.5731618581170626	5.204620153853765	5.2271710338551065	5.035283726871367	4.8930029016207435	
4932	Saccharomyces cerevisiae	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5207	Cryptococcus neoformans	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
72361	Bacillus vallismortis	0.0	1.4021254576063689	0.025195483576932413	1.519704756700909	0.018125071246567002	0.013048790036188508	0.11807735093347228	1.256448497766612	0.22669116268775488	0.008468496786950204	0.0	0.005292875345591114	0.0012896651011305767	0.0	
260554	Bacillus halotolerans	0.0	0.691721648908623	0.013854020095288704	0.695174641382802	0.003005877933677047	0.003978654258156691	0.028367117471535686	0.6621924274305547	0.11175245705650357	0.0049658981656427814	0.00022608188894838695	0.0017534794497468336	0.0008507721573956686	0.00026856069054256653	
492670	Bacillus velezensis	0.0	0.5422702013963782	0.037781164842644724	0.38600170938200923	0.004862403967892027	0.002785171869903527	0.030570287377322758	0.4116758786403732	0.009342146173750034	0.005333797250171066	0.0	0.0002796340942788314	0.0017691450488199045	0.002618742087665656	
1390	Bacillus amyloliquefaciens	0.0	0.1549574231912258	0.0049084255698327315	0.12583008749681754	7.880360133421811e-05	0.0019344417588241377	0.018481404109160417	0.13235999966625372	0.003401767126876978	0.0019414650511918137	0.0	0.00021733066663623643	0.001179247358121465	0.0	
1452	Bacillus atrophaeus	0.0	0.2965742567733248	0.005934833287577219	0.29626409398061754	0.010269135423896049	0.001584047135500005	0.027322725796676283	0.28482905797105973	0.020426880595385003	0.00476593249141954	0.0	0.000844390527793115	0.00018865780325674268	0.0	
119858	Bacillus sonorensis	0.0	0.021600888494462504	0.001445514079798498	0.02105862446946754	0.0	0.0	0.0	0.02230159460535756	0.0	0.0	0.0	0.0	0.0	0.0	
1648923	Bacillus paralicheniformis	0.0	0.023198040491759032	0.002587854478653395	0.023841302723903793	3.071544329793827e-05	0.0	0.07487113868626633	0.021487877071477028	0.0009805730370318207	0.0025163915382751096	0.000195879554963714	0.0	0.0	0.0	
